"age","education","default","balance","housing","contact","month","duration","campaign","TermDeposit"
28,"secondary","no",68,"no","cellular","apr",157,1,"no"
56,"primary","no",-464,"yes","cellular","jul",820,6,"no"
52,"tertiary","no",5350,"yes","cellular","nov",68,2,"no"
32,"secondary","no",916,"yes","unknown","may",381,2,"no"
37,"tertiary","no",3794,"no","cellular","aug",147,1,"no"
43,"secondary","no",0,"yes","cellular","jul",229,2,"no"
48,"secondary","no",5241,"yes","unknown","may",158,1,"no"
41,"secondary","no",1165,"no","unknown","jun",69,3,"no"
59,"tertiary","no",1831,"no","cellular","may",245,2,"no"
38,"secondary","no",581,"yes","cellular","feb",281,5,"no"
33,"tertiary","no",3915,"no","cellular","aug",65,4,"no"
60,"secondary","no",0,"no","telephone","aug",153,1,"no"
51,"secondary","no",614,"yes","unknown","may",91,2,"no"
32,"tertiary","no",0,"yes","cellular","nov",231,4,"no"
37,"secondary","no",356,"no","cellular","feb",33,2,"no"
50,"secondary","no",-779,"yes","cellular","jul",112,2,"no"
35,"secondary","no",74,"yes","cellular","apr",360,1,"no"
52,"secondary","no",223,"no","cellular","aug",81,4,"no"
30,"primary","no",1101,"yes","cellular","jul",590,1,"no"
34,"secondary","no",2956,"no","cellular","aug",835,2,"yes"
77,"unknown","no",397,"no","telephone","nov",207,1,"no"
56,"primary","no",12,"no","cellular","nov",282,2,"no"
60,"secondary","no",404,"no","cellular","aug",335,2,"no"
56,"secondary","no",450,"no","telephone","nov",16,1,"no"
36,"primary","no",418,"yes","cellular","may",156,2,"no"
67,"primary","no",491,"no","telephone","feb",110,1,"no"
37,"secondary","no",318,"no","cellular","feb",167,1,"no"
78,"primary","no",527,"no","cellular","sep",193,1,"yes"
55,"secondary","no",1633,"no","cellular","jan",210,1,"yes"
43,"secondary","no",186,"no","cellular","jul",32,21,"no"
57,"unknown","no",854,"no","cellular","aug",700,4,"yes"
42,"secondary","no",29,"no","cellular","aug",53,11,"no"
52,"tertiary","no",2104,"no","cellular","jun",210,2,"yes"
52,"primary","no",273,"yes","cellular","aug",128,2,"no"
34,"secondary","no",241,"yes","cellular","apr",1364,2,"no"
51,"tertiary","no",2139,"no","cellular","nov",176,2,"no"
37,"secondary","no",5334,"no","unknown","jun",58,1,"no"
48,"tertiary","no",4060,"no","cellular","aug",331,2,"no"
35,"tertiary","no",2088,"yes","cellular","oct",86,1,"no"
39,"tertiary","no",633,"no","cellular","nov",105,2,"no"
52,"secondary","no",1810,"no","telephone","nov",117,1,"no"
48,"secondary","no",-552,"no","cellular","nov",150,2,"no"
30,"secondary","no",21,"yes","unknown","may",104,2,"no"
32,"tertiary","no",-109,"yes","cellular","apr",419,1,"no"
48,"primary","no",185,"yes","cellular","apr",193,1,"no"
46,"primary","no",171,"yes","unknown","may",52,3,"no"
36,"tertiary","no",102,"yes","cellular","apr",114,1,"no"
30,"tertiary","no",1268,"no","cellular","jul",73,4,"no"
34,"primary","no",464,"yes","cellular","may",173,1,"no"
44,"secondary","no",285,"yes","cellular","may",373,3,"no"
28,"secondary","no",1285,"no","telephone","jan",199,2,"no"
41,"secondary","no",112,"yes","cellular","nov",55,1,"no"
29,"tertiary","no",172,"yes","telephone","may",34,8,"no"
32,"tertiary","no",261,"no","cellular","feb",13,5,"no"
36,"secondary","no",0,"yes","unknown","may",117,6,"no"
34,"tertiary","no",1265,"yes","cellular","nov",118,1,"no"
33,"secondary","no",2085,"no","cellular","feb",501,2,"yes"
35,"unknown","no",-465,"no","cellular","may",158,1,"no"
39,"tertiary","no",99,"no","cellular","aug",170,2,"no"
33,"secondary","no",350,"yes","cellular","may",205,1,"no"
31,"secondary","no",0,"yes","unknown","may",327,2,"no"
46,"secondary","no",547,"no","cellular","aug",114,2,"no"
48,"secondary","no",1290,"no","unknown","jun",58,1,"no"
59,"secondary","no",0,"no","telephone","feb",722,1,"no"
56,"primary","no",3021,"no","unknown","jun",419,2,"no"
37,"tertiary","no",641,"yes","cellular","may",334,1,"no"
48,"tertiary","no",6613,"no","unknown","jun",159,3,"no"
24,"secondary","no",987,"no","cellular","jun",208,4,"no"
57,"secondary","no",1350,"no","cellular","jun",131,1,"no"
30,"secondary","no",3,"no","cellular","may",42,2,"no"
31,"secondary","no",69,"no","cellular","nov",640,1,"no"
33,"tertiary","no",1,"yes","cellular","may",56,1,"no"
47,"secondary","no",2524,"yes","cellular","nov",50,1,"no"
43,"secondary","no",30,"no","cellular","may",60,5,"no"
29,"tertiary","no",14,"no","cellular","sep",87,1,"no"
51,"tertiary","no",0,"yes","cellular","mar",124,2,"yes"
30,"tertiary","no",1289,"yes","unknown","may",1697,2,"yes"
29,"tertiary","no",200,"yes","cellular","may",195,1,"no"
36,"tertiary","no",613,"no","cellular","aug",86,2,"no"
38,"secondary","no",56,"yes","cellular","jul",238,2,"no"
19,"secondary","no",526,"no","cellular","dec",122,3,"no"
56,"tertiary","no",0,"no","cellular","aug",486,4,"no"
34,"secondary","no",112,"no","cellular","aug",123,2,"no"
37,"primary","no",213,"no","unknown","jun",323,1,"no"
28,"tertiary","no",594,"yes","unknown","jun",54,3,"no"
40,"tertiary","no",0,"no","cellular","aug",44,1,"no"
53,"secondary","no",4807,"no","telephone","feb",255,3,"no"
33,"tertiary","no",700,"no","cellular","apr",169,1,"yes"
28,"secondary","no",863,"yes","unknown","may",355,1,"no"
34,"tertiary","no",5547,"yes","cellular","aug",73,6,"no"
34,"secondary","yes",7,"no","unknown","may",285,2,"no"
35,"secondary","no",336,"yes","cellular","may",191,1,"yes"
34,"tertiary","no",13,"yes","unknown","may",222,2,"no"
25,"secondary","no",2,"yes","cellular","jul",102,2,"no"
33,"secondary","yes",-406,"yes","cellular","jul",332,2,"no"
33,"tertiary","no",332,"yes","cellular","jan",706,1,"no"
54,"secondary","no",524,"yes","unknown","may",55,1,"no"
35,"primary","no",4366,"yes","unknown","may",173,3,"no"
57,"secondary","no",372,"no","cellular","aug",280,4,"no"
54,"primary","no",-182,"no","cellular","jul",98,1,"no"
27,"tertiary","no",1075,"no","cellular","sep",529,2,"yes"
35,"tertiary","no",29,"no","cellular","aug",157,4,"no"
32,"tertiary","no",1190,"yes","cellular","aug",131,4,"no"
30,"secondary","no",5,"no","cellular","apr",840,3,"yes"
51,"primary","no",1126,"yes","cellular","apr",326,3,"no"
39,"secondary","no",394,"no","cellular","jul",551,2,"no"
32,"secondary","no",33,"yes","cellular","may",125,1,"no"
45,"secondary","no",870,"no","unknown","jun",258,2,"no"
29,"tertiary","no",4,"no","cellular","feb",156,1,"no"
33,"secondary","no",1234,"no","cellular","nov",109,1,"no"
48,"tertiary","no",5057,"no","cellular","nov",37,1,"no"
37,"tertiary","no",3452,"yes","cellular","aug",8,9,"no"
31,"secondary","no",1,"yes","cellular","jul",82,1,"no"
44,"secondary","no",0,"no","cellular","nov",57,1,"no"
28,"tertiary","no",387,"yes","cellular","apr",205,1,"yes"
37,"tertiary","no",5,"no","cellular","aug",36,2,"no"
37,"tertiary","no",230,"yes","unknown","may",374,1,"no"
36,"tertiary","no",705,"yes","unknown","may",111,1,"no"
49,"tertiary","no",0,"no","cellular","aug",102,2,"no"
43,"tertiary","no",27,"no","cellular","jul",412,4,"no"
28,"secondary","no",348,"yes","unknown","may",86,2,"no"
53,"secondary","no",264,"no","telephone","feb",429,4,"no"
57,"secondary","no",107,"no","cellular","jul",85,2,"no"
31,"tertiary","no",387,"no","cellular","aug",149,1,"no"
56,"secondary","no",4063,"no","telephone","jul",31,4,"no"
60,"secondary","no",71,"no","unknown","jun",185,1,"no"
58,"secondary","no",4299,"yes","unknown","may",348,3,"no"
37,"primary","no",236,"yes","cellular","feb",101,1,"no"
47,"secondary","no",0,"yes","cellular","jul",56,4,"no"
48,"secondary","no",1291,"yes","cellular","may",255,2,"no"
48,"tertiary","no",0,"no","cellular","feb",1423,3,"no"
40,"secondary","no",1412,"no","cellular","jul",48,3,"no"
33,"tertiary","no",148,"no","unknown","may",717,1,"no"
50,"secondary","no",167,"no","cellular","feb",346,2,"no"
57,"primary","no",625,"no","unknown","jun",867,1,"yes"
33,"tertiary","no",952,"yes","cellular","apr",1241,5,"yes"
32,"secondary","no",1067,"yes","unknown","may",39,2,"no"
50,"primary","no",4121,"yes","cellular","apr",184,2,"no"
45,"tertiary","no",31472,"no","cellular","jul",568,7,"yes"
70,"primary","no",2346,"no","cellular","aug",190,3,"no"
37,"secondary","no",0,"no","unknown","may",17,13,"no"
55,"secondary","no",989,"yes","unknown","may",246,4,"no"
40,"secondary","no",697,"yes","unknown","may",111,1,"no"
32,"unknown","no",0,"no","cellular","nov",296,1,"no"
29,"secondary","no",-349,"yes","cellular","may",233,4,"no"
33,"secondary","no",93,"no","telephone","feb",211,5,"no"
36,"tertiary","no",0,"yes","unknown","jun",599,3,"no"
56,"secondary","no",415,"no","cellular","aug",158,2,"no"
29,"secondary","no",314,"no","cellular","apr",465,1,"yes"
31,"secondary","no",1,"yes","cellular","may",223,1,"no"
37,"unknown","no",83,"yes","cellular","may",161,1,"no"
34,"unknown","no",12,"yes","cellular","jul",504,2,"no"
35,"tertiary","no",972,"yes","cellular","jul",23,16,"no"
52,"secondary","no",0,"yes","unknown","may",363,5,"no"
39,"primary","no",1046,"no","unknown","jun",112,4,"no"
56,"secondary","no",0,"no","cellular","aug",471,8,"no"
37,"primary","no",1021,"no","unknown","jun",173,1,"no"
44,"secondary","no",976,"yes","unknown","may",302,2,"no"
45,"primary","no",25,"no","cellular","jul",115,3,"no"
32,"tertiary","no",7641,"yes","cellular","nov",39,10,"no"
28,"secondary","no",675,"yes","cellular","apr",499,2,"no"
40,"secondary","yes",-444,"no","telephone","jul",168,8,"no"
75,"secondary","no",2199,"no","telephone","nov",137,1,"no"
34,"tertiary","no",0,"yes","unknown","may",150,1,"no"
53,"secondary","no",218,"yes","cellular","may",27,6,"no"
31,"secondary","no",754,"yes","unknown","may",1022,4,"yes"
38,"secondary","no",328,"yes","cellular","may",776,4,"no"
57,"tertiary","no",1832,"yes","cellular","nov",131,2,"no"
30,"tertiary","no",228,"yes","cellular","may",314,2,"yes"
45,"tertiary","no",-96,"no","cellular","aug",95,2,"no"
44,"tertiary","no",3091,"yes","unknown","jun",331,4,"no"
29,"secondary","no",428,"yes","cellular","may",54,1,"no"
40,"secondary","no",4186,"no","cellular","aug",129,1,"no"
43,"secondary","no",0,"yes","cellular","feb",175,1,"no"
41,"secondary","no",1564,"yes","cellular","may",493,10,"no"
37,"unknown","no",715,"yes","unknown","may",247,2,"no"
43,"tertiary","no",-50,"yes","cellular","jul",30,2,"no"
41,"primary","no",379,"no","unknown","sep",9,1,"no"
41,"secondary","no",6687,"yes","cellular","nov",41,2,"no"
34,"secondary","no",1049,"yes","unknown","may",25,14,"no"
39,"tertiary","no",48,"no","cellular","jun",539,1,"yes"
31,"secondary","no",141,"yes","unknown","may",140,2,"no"
32,"secondary","no",567,"yes","cellular","may",275,2,"no"
59,"secondary","no",1723,"no","unknown","jun",70,1,"no"
30,"secondary","no",0,"yes","cellular","may",439,1,"no"
45,"tertiary","no",-61,"no","cellular","jan",90,5,"no"
31,"secondary","no",3653,"yes","cellular","nov",252,1,"no"
27,"tertiary","no",347,"no","cellular","aug",385,4,"yes"
37,"secondary","no",2543,"no","cellular","jun",69,4,"no"
36,"tertiary","no",82,"yes","cellular","jul",45,4,"no"
42,"tertiary","no",187,"no","cellular","aug",64,1,"no"
36,"primary","no",44,"no","unknown","jun",11,2,"no"
51,"secondary","no",563,"yes","cellular","nov",504,1,"no"
53,"tertiary","no",-601,"yes","unknown","may",509,2,"no"
49,"primary","no",249,"yes","cellular","nov",450,1,"no"
41,"secondary","no",400,"yes","unknown","jun",99,6,"no"
27,"primary","no",7459,"yes","unknown","may",407,2,"no"
40,"tertiary","no",257,"no","cellular","feb",147,1,"no"
33,"secondary","no",-825,"yes","unknown","may",228,2,"no"
54,"secondary","no",883,"no","telephone","feb",305,4,"no"
31,"secondary","no",62,"yes","cellular","may",56,3,"no"
35,"secondary","no",1309,"yes","cellular","nov",73,3,"no"
38,"tertiary","no",0,"no","cellular","feb",214,2,"no"
49,"primary","no",23,"yes","unknown","may",247,1,"no"
24,"secondary","no",1222,"yes","cellular","apr",369,1,"no"
42,"secondary","no",-551,"yes","unknown","may",147,6,"no"
37,"primary","yes",-142,"no","unknown","jun",199,3,"no"
42,"tertiary","no",336,"yes","cellular","feb",142,6,"no"
38,"secondary","no",351,"yes","cellular","feb",112,1,"no"
35,"secondary","no",625,"no","cellular","may",267,1,"no"
39,"tertiary","no",1425,"yes","cellular","may",775,3,"yes"
71,"primary","no",2988,"no","telephone","apr",130,1,"yes"
54,"secondary","no",2156,"yes","cellular","feb",261,1,"yes"
28,"secondary","no",5,"yes","cellular","may",178,2,"no"
39,"tertiary","no",610,"no","unknown","jun",241,2,"no"
40,"secondary","no",1293,"yes","cellular","apr",128,3,"no"
36,"tertiary","no",495,"no","cellular","jun",187,1,"yes"
67,"secondary","no",5275,"no","cellular","aug",222,4,"yes"
31,"secondary","no",1302,"yes","cellular","jul",89,3,"no"
61,"secondary","no",1853,"no","telephone","aug",520,1,"yes"
44,"tertiary","no",2033,"no","cellular","may",158,1,"no"
52,"tertiary","no",583,"yes","cellular","aug",132,1,"no"
46,"tertiary","no",4414,"no","cellular","aug",504,7,"yes"
25,"tertiary","no",3630,"no","telephone","jun",221,7,"yes"
31,"tertiary","no",0,"no","cellular","may",47,2,"no"
78,"unknown","no",38,"no","telephone","aug",156,1,"no"
65,"unknown","no",300,"no","cellular","jan",105,1,"no"
37,"secondary","no",4321,"no","cellular","sep",421,2,"no"
32,"tertiary","no",7743,"no","cellular","aug",358,3,"no"
33,"secondary","no",1134,"yes","unknown","may",304,2,"no"
34,"tertiary","no",3047,"no","cellular","apr",317,1,"yes"
34,"tertiary","no",184,"no","cellular","jul",203,4,"no"
57,"secondary","no",4,"no","cellular","jul",84,1,"no"
32,"tertiary","no",2976,"yes","unknown","may",174,1,"no"
26,"secondary","no",285,"yes","cellular","may",265,2,"no"
39,"tertiary","no",382,"no","cellular","jun",201,3,"no"
41,"tertiary","no",647,"yes","unknown","may",270,1,"no"
25,"tertiary","no",710,"no","unknown","jul",119,1,"no"
51,"secondary","no",0,"yes","cellular","nov",8,6,"no"
26,"secondary","no",592,"yes","unknown","may",174,1,"no"
30,"secondary","no",237,"yes","cellular","may",39,1,"no"
32,"tertiary","no",1271,"yes","unknown","may",51,1,"no"
42,"secondary","no",1022,"yes","unknown","may",146,2,"no"
69,"unknown","no",426,"no","telephone","mar",225,1,"yes"
50,"secondary","no",253,"yes","cellular","may",475,2,"no"
39,"secondary","no",226,"yes","unknown","may",221,2,"no"
48,"primary","no",606,"no","cellular","mar",77,6,"no"
44,"secondary","yes",-617,"yes","unknown","may",172,1,"no"
29,"tertiary","no",3041,"yes","cellular","may",606,3,"yes"
33,"secondary","no",-110,"no","cellular","jul",425,3,"no"
56,"tertiary","no",16377,"no","cellular","aug",107,8,"no"
48,"primary","no",332,"yes","cellular","jun",262,1,"no"
35,"secondary","no",54,"no","cellular","aug",73,2,"no"
59,"primary","no",-86,"no","cellular","jul",16,2,"no"
38,"tertiary","no",0,"yes","cellular","nov",65,1,"no"
54,"tertiary","no",154,"no","unknown","may",155,3,"no"
31,"tertiary","no",144,"yes","unknown","may",676,1,"yes"
44,"primary","no",-171,"yes","unknown","may",441,2,"no"
30,"tertiary","no",1882,"yes","cellular","aug",249,5,"no"
34,"unknown","no",28,"no","cellular","jul",245,1,"no"
62,"secondary","no",367,"no","telephone","sep",221,1,"no"
34,"secondary","no",353,"no","cellular","nov",126,3,"no"
30,"secondary","no",137,"no","cellular","jul",407,1,"no"
35,"secondary","no",547,"yes","cellular","feb",527,2,"no"
40,"secondary","no",105,"yes","unknown","may",189,2,"no"
33,"secondary","no",6227,"yes","unknown","may",76,2,"no"
29,"unknown","no",-70,"yes","cellular","may",146,1,"no"
51,"secondary","no",657,"no","cellular","apr",66,2,"no"
51,"primary","no",512,"no","cellular","nov",328,1,"no"
51,"primary","no",605,"no","cellular","feb",91,2,"no"
31,"tertiary","no",96,"no","cellular","feb",577,1,"no"
24,"secondary","no",432,"yes","cellular","may",212,2,"no"
48,"primary","no",2803,"yes","unknown","jun",30,24,"no"
33,"tertiary","no",28,"yes","unknown","may",237,2,"no"
34,"tertiary","no",5754,"yes","unknown","may",56,1,"no"
35,"secondary","no",0,"yes","cellular","nov",72,1,"no"
85,"primary","no",12114,"no","telephone","feb",165,2,"yes"
30,"secondary","no",0,"yes","cellular","jul",1399,1,"yes"
50,"secondary","no",268,"no","cellular","jun",74,2,"no"
44,"primary","no",12,"yes","unknown","may",408,10,"no"
48,"secondary","no",112,"no","cellular","aug",139,5,"no"
45,"secondary","no",1577,"yes","cellular","apr",188,1,"no"
39,"secondary","yes",0,"no","unknown","may",59,3,"no"
61,"primary","no",0,"yes","telephone","aug",280,13,"no"
31,"tertiary","no",117,"yes","cellular","may",77,1,"no"
56,"primary","no",1126,"no","unknown","jun",39,3,"no"
50,"secondary","yes",0,"yes","cellular","aug",240,5,"no"
29,"secondary","yes",-95,"yes","unknown","jun",269,3,"no"
39,"tertiary","no",622,"no","cellular","may",181,2,"no"
32,"primary","no",29050,"yes","unknown","may",563,2,"no"
40,"secondary","no",755,"no","cellular","jul",145,1,"no"
38,"unknown","no",1146,"yes","unknown","may",84,1,"no"
40,"secondary","no",275,"yes","cellular","jul",139,1,"no"
52,"secondary","no",-1,"no","cellular","jul",166,1,"no"
30,"secondary","no",-176,"yes","cellular","jul",47,31,"no"
28,"tertiary","no",370,"yes","unknown","may",108,5,"no"
46,"secondary","no",-119,"yes","cellular","may",138,2,"no"
34,"secondary","no",934,"no","cellular","jul",909,3,"no"
32,"secondary","no",1873,"yes","unknown","jun",23,24,"no"
42,"secondary","no",2959,"yes","telephone","jul",711,1,"yes"
56,"primary","no",855,"no","unknown","jun",140,2,"no"
41,"primary","no",2429,"no","cellular","jan",51,1,"no"
31,"tertiary","no",59,"yes","cellular","may",1347,2,"yes"
31,"tertiary","no",1812,"no","cellular","apr",461,1,"yes"
34,"secondary","no",763,"yes","unknown","may",99,1,"no"
34,"tertiary","no",1972,"yes","cellular","jul",61,2,"no"
51,"secondary","no",1161,"yes","unknown","may",717,1,"no"
34,"tertiary","no",417,"yes","cellular","aug",270,1,"yes"
54,"secondary","no",506,"yes","cellular","aug",126,2,"no"
54,"secondary","no",6745,"no","cellular","feb",39,1,"no"
28,"secondary","no",781,"yes","unknown","may",749,2,"no"
46,"tertiary","no",2904,"yes","unknown","may",984,2,"yes"
67,"primary","no",1746,"no","cellular","aug",134,1,"no"
23,"tertiary","no",1506,"no","cellular","mar",131,4,"yes"
26,"secondary","no",396,"yes","unknown","may",302,1,"no"
28,"tertiary","no",187,"no","cellular","mar",295,1,"yes"
